state,rptdate,total,measure_type,measure,measure_n,measure_ina,measure_total,measure_total_not_ina,measure_pct,measure_pct_ina,state_name,claim_type,year,year_month,month,month_labs,date_school_closures,date_restaurant_closures,date_stay_in_place,notes_closures,date_min_covid,covid_color,monthly_weekly_ind,count_weeks,state_filter
OH,2020-03-31,591723,eth,latinx,23495,16052,591723,575671,0.04081324228595847,0.02712755799588659,Ohio,Initial,2020,Mar 2020,3,Mar,2020-03-12,2020-03-15,2020-03-22,"March 12, 2020: Governor DeWine announced that all schools will be closed for three weeks beginning on Monday, March 16; March 15, 2020: The Governor ordered all Ohio bars and restaurants to close, with only take-out and delivery options available; March 22, 2020: The Ohio Department of Health issued a “Stay at Home” order which directs citizens of Ohio to stay at home or place of residence, ceases all non-essential business and operations, prohibits public and private gatherings, and prohibits some travel, among other things.",2020-03-12,After shutdowns,monthly,1,remove
OK,2020-03-31,118796,eth,latinx,12395,64397,119169,54772,0.2263017600233696,0.5403838246523844,Oklahoma,Initial,2020,Mar 2020,3,Mar,2020-03-25,2020-03-24,2020-03-24,"March 24, 2020: The Governor announced amendments to Executive Order 2020-07 providing for the following measures: Issues a statewide “Safer at Home” order for adults over the age of 65 and vulnerable individuals with serious underlying medical conditions; Limits gatherings to no more than 10 people; Prohibits visitation to nursing homes and long-term care facilities; Postpones all elective surgeries, minor medical procedures and non-emergency dental procedures until April 7; Requires restaurants to provide take-out and delivery options only and close all bars in Oklahoma counties; and, Closes all businesses not identified as being within a critical infrastructure sector through April 15. From news clips, AP March 25: The Oklahoma State Board of Education voted Wednesday to close public schools statewide for the remainder of the school year and to turn to distance learning in an effort to limit the spread of the coronavirus, which has now infected 164 Oklahomans.",2020-03-24,After shutdowns,monthly,1,remove
AL,2020-03-14,1892,eth,latinx,26,125,1892,1767,0.014714204867006225,0.0660676532769556,Alabama,Initial,2020,Mar 2020,3,Mar,2020-03-14,2020-03-17,2020-04-03,"March 14, 2020: Governor Ivey closed all Alabama public schools beginning close of business Wednesday, March 18 for two and a half weeks due to the coronavirus outbreak. March 17, 2020: The Alabama Department of Public Health issued updated guidelines stating any restaurant, bar, or brewery shall not permit on-premises consumption of food or drink for one week. April 3, 2020: The Governor issued a Stay-at-Home order statewide. The order will be effective beginning Saturday, April 4, at 5:00 p.m. and will expire Thursday, April 30, 2020 at 5:00 p.m.",2020-03-14,After shutdowns,weekly,5,keep
AL,2020-03-21,10016,eth,latinx,143,399,10016,9617,0.014869501923676823,0.03983626198083067,Alabama,Initial,2020,Mar 2020,3,Mar,2020-03-14,2020-03-17,2020-04-03,"March 14, 2020: Governor Ivey closed all Alabama public schools beginning close of business Wednesday, March 18 for two and a half weeks due to the coronavirus outbreak. March 17, 2020: The Alabama Department of Public Health issued updated guidelines stating any restaurant, bar, or brewery shall not permit on-premises consumption of food or drink for one week. April 3, 2020: The Governor issued a Stay-at-Home order statewide. The order will be effective beginning Saturday, April 4, at 5:00 p.m. and will expire Thursday, April 30, 2020 at 5:00 p.m.",2020-03-14,After shutdowns,weekly,5,keep
AL,2020-03-28,81316,eth,latinx,1268,2861,81316,78455,0.016162131157988657,0.03518372767966944,Alabama,Initial,2020,Mar 2020,3,Mar,2020-03-14,2020-03-17,2020-04-03,"March 14, 2020: Governor Ivey closed all Alabama public schools beginning close of business Wednesday, March 18 for two and a half weeks due to the coronavirus outbreak. March 17, 2020: The Alabama Department of Public Health issued updated guidelines stating any restaurant, bar, or brewery shall not permit on-premises consumption of food or drink for one week. April 3, 2020: The Governor issued a Stay-at-Home order statewide. The order will be effective beginning Saturday, April 4, at 5:00 p.m. and will expire Thursday, April 30, 2020 at 5:00 p.m.",2020-03-14,After shutdowns,weekly,5,keep
AL,2020-04-04,108153,eth,latinx,1371,3412,108153,104741,0.013089430118100839,0.03154789973463519,Alabama,Initial,2020,Apr 2020,4,Apr,2020-03-14,2020-03-17,2020-04-03,"March 14, 2020: Governor Ivey closed all Alabama public schools beginning close of business Wednesday, March 18 for two and a half weeks due to the coronavirus outbreak. March 17, 2020: The Alabama Department of Public Health issued updated guidelines stating any restaurant, bar, or brewery shall not permit on-premises consumption of food or drink for one week. April 3, 2020: The Governor issued a Stay-at-Home order statewide. The order will be effective beginning Saturday, April 4, at 5:00 p.m. and will expire Thursday, April 30, 2020 at 5:00 p.m.",2020-03-14,After shutdowns,weekly,5,keep
AL,2020-04-11,78658,eth,latinx,1084,2592,78658,76066,0.014250782215444482,0.03295278293371304,Alabama,Initial,2020,Apr 2020,4,Apr,2020-03-14,2020-03-17,2020-04-03,"March 14, 2020: Governor Ivey closed all Alabama public schools beginning close of business Wednesday, March 18 for two and a half weeks due to the coronavirus outbreak. March 17, 2020: The Alabama Department of Public Health issued updated guidelines stating any restaurant, bar, or brewery shall not permit on-premises consumption of food or drink for one week. April 3, 2020: The Governor issued a Stay-at-Home order statewide. The order will be effective beginning Saturday, April 4, at 5:00 p.m. and will expire Thursday, April 30, 2020 at 5:00 p.m.",2020-03-14,After shutdowns,weekly,5,keep
AK,2020-03-14,3535,eth,latinx,0,0,0,0,0,NaN,Alaska,Initial,2020,Mar 2020,3,Mar,2020-03-13,2020-03-17,2020-03-27,"KTTU: Between March 16-30 there will be non-student contact days in which students will not be attending school and all after school activities will be suspended. March 17, 2020: The Governor announced a ban on all bars, breweries, restaurants, food and beverage kiosks or trucks, and other establishments serving food or beverages for public dine-in service. March 26, 2020, The Governor issued the following health mandates: Health Mandate 011: Social Distancing, Ordering individuals to practice social distancing, closure of non-essential businesses, and employers to take reasonable precautions.",2020-03-13,After shutdowns,weekly,1,remove
UT,2020-03-07,1015,eth,latinx,0,0,0,0,0,NaN,Utah,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-18,2020-03-27,"March 16, 2020: The Governor announced that Utah’s public schools will implement a two-week dismissal, or “soft closure,” starting Monday, March 16. The dismissal is designed to help implement social distancing and slow the spread of novel coronavirus in our communities. March 17, 2020: The Utah Department of Health ordered all restaurants and bars to close dining rooms, effective March 18. March 27, 2020: The Governor issued a “Stay Safe, Stay Home” Directive to provide further guidance to individuals and businesses regarding hygiene, gatherings, travel, and outdoor recreation.",2020-03-16,Before shutdowns,weekly,2,keep
UT,2020-03-14,1305,eth,latinx,0,0,0,0,0,NaN,Utah,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-18,2020-03-27,"March 16, 2020: The Governor announced that Utah’s public schools will implement a two-week dismissal, or “soft closure,” starting Monday, March 16. The dismissal is designed to help implement social distancing and slow the spread of novel coronavirus in our communities. March 17, 2020: The Utah Department of Health ordered all restaurants and bars to close dining rooms, effective March 18. March 27, 2020: The Governor issued a “Stay Safe, Stay Home” Directive to provide further guidance to individuals and businesses regarding hygiene, gatherings, travel, and outdoor recreation.",2020-03-16,Before shutdowns,weekly,2,keep
UT,2020-03-21,19690,eth,latinx,0,0,0,0,0,NaN,Utah,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-18,2020-03-27,"March 16, 2020: The Governor announced that Utah’s public schools will implement a two-week dismissal, or “soft closure,” starting Monday, March 16. The dismissal is designed to help implement social distancing and slow the spread of novel coronavirus in our communities. March 17, 2020: The Utah Department of Health ordered all restaurants and bars to close dining rooms, effective March 18. March 27, 2020: The Governor issued a “Stay Safe, Stay Home” Directive to provide further guidance to individuals and businesses regarding hygiene, gatherings, travel, and outdoor recreation.",2020-03-16,After shutdowns,weekly,3,keep
UT,2020-03-28,28531,eth,latinx,0,0,0,0,0,NaN,Utah,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-18,2020-03-27,"March 16, 2020: The Governor announced that Utah’s public schools will implement a two-week dismissal, or “soft closure,” starting Monday, March 16. The dismissal is designed to help implement social distancing and slow the spread of novel coronavirus in our communities. March 17, 2020: The Utah Department of Health ordered all restaurants and bars to close dining rooms, effective March 18. March 27, 2020: The Governor issued a “Stay Safe, Stay Home” Directive to provide further guidance to individuals and businesses regarding hygiene, gatherings, travel, and outdoor recreation.",2020-03-16,After shutdowns,weekly,3,keep
UT,2020-04-04,33040,eth,latinx,0,0,0,0,0,NaN,Utah,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-18,2020-03-27,"March 16, 2020: The Governor announced that Utah’s public schools will implement a two-week dismissal, or “soft closure,” starting Monday, March 16. The dismissal is designed to help implement social distancing and slow the spread of novel coronavirus in our communities. March 17, 2020: The Utah Department of Health ordered all restaurants and bars to close dining rooms, effective March 18. March 27, 2020: The Governor issued a “Stay Safe, Stay Home” Directive to provide further guidance to individuals and businesses regarding hygiene, gatherings, travel, and outdoor recreation.",2020-03-16,After shutdowns,weekly,3,keep
NY,2020-03-21,80753,eth,latinx,0,0,0,0,0,NaN,New York,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-18,2020-03-20,"March 16, 2020: The Governor issued an executive order directing all New York schools to close from March 19: April 1. March 18, 2020: The Governors of Connecticut, New York and New Jersey announced that the Governor of Pennsylvania is joining their coalition to implement a regional approach to combatting COVID-19. The Governors expanded their previous orders to include: Limiting crowd capacity for social and recreational gatherings to 50 people; Closing restaurants and bars for on premise service and move to take-out and delivery services only; and Temporary closing of movie theaters, gyms, and casinos. March 20, 2020: The Governor issued guidance on essential services under the New York State on PAUSE executive order, a ten-point policy to assured uniform safety for everyone signed on Friday, March 20 (effective March 22)",2020-03-16,After shutdowns,weekly,4,keep
NY,2020-03-28,369025,eth,latinx,69216,47071,369025,321954,0.21498723420115917,0.12755504369622656,New York,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-18,2020-03-20,"March 16, 2020: The Governor issued an executive order directing all New York schools to close from March 19: April 1. March 18, 2020: The Governors of Connecticut, New York and New Jersey announced that the Governor of Pennsylvania is joining their coalition to implement a regional approach to combatting COVID-19. The Governors expanded their previous orders to include: Limiting crowd capacity for social and recreational gatherings to 50 people; Closing restaurants and bars for on premise service and move to take-out and delivery services only; and Temporary closing of movie theaters, gyms, and casinos. March 20, 2020: The Governor issued guidance on essential services under the New York State on PAUSE executive order, a ten-point policy to assured uniform safety for everyone signed on Friday, March 20 (effective March 22)",2020-03-16,After shutdowns,weekly,4,keep
NY,2020-04-04,347573,eth,latinx,64910,46000,347573,301573,0.2152381015541842,0.13234629847542817,New York,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-18,2020-03-20,"March 16, 2020: The Governor issued an executive order directing all New York schools to close from March 19: April 1. March 18, 2020: The Governors of Connecticut, New York and New Jersey announced that the Governor of Pennsylvania is joining their coalition to implement a regional approach to combatting COVID-19. The Governors expanded their previous orders to include: Limiting crowd capacity for social and recreational gatherings to 50 people; Closing restaurants and bars for on premise service and move to take-out and delivery services only; and Temporary closing of movie theaters, gyms, and casinos. March 20, 2020: The Governor issued guidance on essential services under the New York State on PAUSE executive order, a ten-point policy to assured uniform safety for everyone signed on Friday, March 20 (effective March 22)",2020-03-16,After shutdowns,weekly,4,keep
NY,2020-04-11,399015,eth,latinx,75220,59078,399015,339937,0.2212762953135434,0.14805959675701413,New York,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-18,2020-03-20,"March 16, 2020: The Governor issued an executive order directing all New York schools to close from March 19: April 1. March 18, 2020: The Governors of Connecticut, New York and New Jersey announced that the Governor of Pennsylvania is joining their coalition to implement a regional approach to combatting COVID-19. The Governors expanded their previous orders to include: Limiting crowd capacity for social and recreational gatherings to 50 people; Closing restaurants and bars for on premise service and move to take-out and delivery services only; and Temporary closing of movie theaters, gyms, and casinos. March 20, 2020: The Governor issued guidance on essential services under the New York State on PAUSE executive order, a ten-point policy to assured uniform safety for everyone signed on Friday, March 20 (effective March 22)",2020-03-16,After shutdowns,weekly,4,keep
VA,2020-03-21,44595,eth,latinx,111,3611,44314,40703,0.0027270717146156303,0.08148666335695266,Virginia,Initial,2020,Mar 2020,3,Mar,2020-03-13,2020-03-17,2020-03-30,"March 13, 2020: The Governor ordered all K-12 schools in Virginia to close for a minimum of two weeks. March 17, 2020: The Governor and the Health Commissioner issued a Public Health Emergency Order to enforce a prohibition on more than 10 patrons in restaurants, fitness centers, and theaters. March 30, 2020: The Governor issued a “Stay at Home” executive order, effective until June 10. Violation of the order will be considered a Class 1 misdemeanor.",2020-03-13,After shutdowns,weekly,4,keep
VA,2020-03-28,108862,eth,latinx,212,9301,108260,98959,0.0021423013571276995,0.08591354147422871,Virginia,Initial,2020,Mar 2020,3,Mar,2020-03-13,2020-03-17,2020-03-30,"March 13, 2020: The Governor ordered all K-12 schools in Virginia to close for a minimum of two weeks. March 17, 2020: The Governor and the Health Commissioner issued a Public Health Emergency Order to enforce a prohibition on more than 10 patrons in restaurants, fitness centers, and theaters. March 30, 2020: The Governor issued a “Stay at Home” executive order, effective until June 10. Violation of the order will be considered a Class 1 misdemeanor.",2020-03-13,After shutdowns,weekly,4,keep
VA,2020-04-04,144685,eth,latinx,201,11858,143946,132088,0.00152171279752892,0.08237811401497784,Virginia,Initial,2020,Apr 2020,4,Apr,2020-03-13,2020-03-17,2020-03-30,"March 13, 2020: The Governor ordered all K-12 schools in Virginia to close for a minimum of two weeks. March 17, 2020: The Governor and the Health Commissioner issued a Public Health Emergency Order to enforce a prohibition on more than 10 patrons in restaurants, fitness centers, and theaters. March 30, 2020: The Governor issued a “Stay at Home” executive order, effective until June 10. Violation of the order will be considered a Class 1 misdemeanor.",2020-03-13,After shutdowns,weekly,4,keep
VA,2020-04-11,102797,eth,latinx,211,8351,102076,93725,0.0022512670045345424,0.08181159136329794,Virginia,Initial,2020,Apr 2020,4,Apr,2020-03-13,2020-03-17,2020-03-30,"March 13, 2020: The Governor ordered all K-12 schools in Virginia to close for a minimum of two weeks. March 17, 2020: The Governor and the Health Commissioner issued a Public Health Emergency Order to enforce a prohibition on more than 10 patrons in restaurants, fitness centers, and theaters. March 30, 2020: The Governor issued a “Stay at Home” executive order, effective until June 10. Violation of the order will be considered a Class 1 misdemeanor.",2020-03-13,After shutdowns,weekly,4,keep
MT,2020-03-07,829,eth,latinx,42,36,788,752,0.05585106382978723,0.04568527918781726,Montana,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,Before shutdowns,weekly,2,keep
MT,2020-03-14,922,eth,latinx,33,52,878,826,0.039951573849878935,0.05922551252847381,Montana,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,Before shutdowns,weekly,2,keep
MT,2020-03-21,16909,eth,latinx,803,1048,16909,15861,0.050627324884937895,0.061978827843160444,Montana,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,After shutdowns,weekly,3,keep
MT,2020-03-28,24067,eth,latinx,993,1339,23680,22341,0.04444742849469585,0.05654560810810811,Montana,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,After shutdowns,weekly,3,keep
MT,2020-04-04,26457,eth,latinx,1086,1714,26038,24324,0.04464726196349285,0.06582686842307398,Montana,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,After shutdowns,weekly,3,keep
NJ,2020-03-21,103466,eth,latinx,20286,10104,103466,93362,0.21728326299779355,0.09765526839734792,New Jersey,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-16,2020-03-21,"March 16, 2020: The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m. The Governor signed an executive order closing all schools in the state (for an unspecified period of time). March 21, 2020: The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice.",2020-03-16,After shutdowns,weekly,4,keep
NJ,2020-04-04,150428,eth,latinx,33012,13664,150428,136764,0.2413793103448276,0.09083415321615657,New Jersey,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-16,2020-03-21,"March 16, 2020: The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m. The Governor signed an executive order closing all schools in the state (for an unspecified period of time). March 21, 2020: The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice.",2020-03-16,After shutdowns,weekly,4,keep
WY,2020-03-07,2576,eth,latinx,0,0,0,0,0,NaN,Wyoming,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,Before shutdowns,weekly,2,keep
WY,2020-03-14,2496,eth,latinx,0,0,0,0,0,NaN,Wyoming,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,Before shutdowns,weekly,2,keep
WY,2020-03-21,18557,eth,latinx,0,0,0,0,0,NaN,Wyoming,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,After shutdowns,weekly,4,keep
WY,2020-03-28,31331,eth,latinx,0,0,0,0,0,NaN,Wyoming,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,After shutdowns,weekly,4,keep
WY,2020-04-04,32576,eth,latinx,0,0,0,0,0,NaN,Wyoming,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,After shutdowns,weekly,4,keep
WY,2020-04-11,24356,eth,latinx,0,0,0,0,0,NaN,Wyoming,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,After shutdowns,weekly,4,keep
NE,2020-03-21,15666,eth,latinx,1363,1344,15666,14322,0.09516827258762743,0.08579088471849866,Nebraska,Initial,2020,Mar 2020,3,Mar,2020-04-01,2020-03-16,2020-03-30,"March 16, 2020: The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis). March 30, 2020: The Governor announced extended statewide social distancing restrictions through April 30th. Gov press release, April 1, 2020: Schools statewide are directed to operate without students in their buildings through May 31, 2020.",2020-03-16,After shutdowns,weekly,4,keep
NE,2020-03-28,24533,eth,latinx,2255,1563,24533,22970,0.09817152808010449,0.06371010475685811,Nebraska,Initial,2020,Mar 2020,3,Mar,2020-04-01,2020-03-16,2020-03-30,"March 16, 2020: The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis). March 30, 2020: The Governor announced extended statewide social distancing restrictions through April 30th. Gov press release, April 1, 2020: Schools statewide are directed to operate without students in their buildings through May 31, 2020.",2020-03-16,After shutdowns,weekly,4,keep
NE,2020-04-04,26539,eth,latinx,2312,1403,26539,25136,0.0919796308084023,0.05286559403142545,Nebraska,Initial,2020,Apr 2020,4,Apr,2020-04-01,2020-03-16,2020-03-30,"March 16, 2020: The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis). March 30, 2020: The Governor announced extended statewide social distancing restrictions through April 30th. Gov press release, April 1, 2020: Schools statewide are directed to operate without students in their buildings through May 31, 2020.",2020-03-16,After shutdowns,weekly,4,keep
NE,2020-04-11,15944,eth,latinx,1654,1030,15944,14914,0.11090250771087569,0.06460110386352233,Nebraska,Initial,2020,Apr 2020,4,Apr,2020-04-01,2020-03-16,2020-03-30,"March 16, 2020: The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis). March 30, 2020: The Governor announced extended statewide social distancing restrictions through April 30th. Gov press release, April 1, 2020: Schools statewide are directed to operate without students in their buildings through May 31, 2020.",2020-03-16,After shutdowns,weekly,4,keep
NJ,2020-03-28,142270,eth,latinx,31894,13496,142270,128774,0.2476742199512324,0.09486188233640261,New Jersey,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-16,2020-03-21,"March 16, 2020: The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m. The Governor signed an executive order closing all schools in the state (for an unspecified period of time). March 21, 2020: The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice.",2020-03-16,After shutdowns,weekly,4,keep
NJ,2020-04-11,184790,eth,latinx,39478,16976,184790,167814,0.23524854898876138,0.09186644298933926,New Jersey,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-16,2020-03-21,"March 16, 2020: The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m. The Governor signed an executive order closing all schools in the state (for an unspecified period of time). March 21, 2020: The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice.",2020-03-16,After shutdowns,weekly,4,keep
RI,2020-03-07,732,eth,latinx,123,87,751,664,0.1852409638554217,0.11584553928095873,Rhode Island,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,Before shutdowns,weekly,2,keep
RI,2020-03-14,1091,eth,latinx,242,159,1109,950,0.25473684210526315,0.14337240757439135,Rhode Island,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,Before shutdowns,weekly,2,keep
RI,2020-03-21,37171,eth,latinx,4225,4793,38166,33373,0.12659934677733498,0.12558297961536447,Rhode Island,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,After shutdowns,weekly,4,keep
